ID,Gender,Location,Area,Age,BDay,Byear,Edu_Level,SchoolCode,Marital_Status,HH_Status,HH_ID,SPOUSE_ID,HH_Size,HaveParentID,Number_children,UNKNOWN_CHILD,Age_At_First_Birth,HeadAlone,HOUSENUM,FirstChild,temp,TempYear,Picked
32,male,ดุสิต ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
33,male,ดุสิต ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
34,male,ดุสิต ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
35,male,ดุสิต ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
36,male,ดุสิต ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
37,male,ดุสิต ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
38,male,ดุสิต ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
39,male,ดุสิต ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
40,male,ดุสิต ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
41,male,ดุสิต ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
42,male,ดุสิต ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
43,male,ดุสิต ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
44,male,ดุสิต ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
45,male,ดุสิต ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
46,male,ดุสิต ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
47,male,ดุสิต ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
48,male,ดุสิต ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
49,male,ดุสิต ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
50,male,ดุสิต ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
51,male,ดุสิต ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
52,male,ดุสิต ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
53,male,ดุสิต ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
54,male,ดุสิต ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
55,male,ดุสิต ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
56,male,ดุสิต ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
57,male,ดุสิต ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
58,male,ดุสิต ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
59,male,ดุสิต ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
60,male,ดุสิต ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
61,male,ดุสิต ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
62,male,ดุสิต ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
63,male,ดุสิต ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
64,male,ดุสิต ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
65,male,ดุสิต ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
66,male,ดุสิต ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
67,male,ดุสิต ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
68,male,ดุสิต ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
69,male,ดุสิต ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
70,male,ดุสิต ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
71,male,ดุสิต ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
72,male,ดุสิต ,,60 - 64,0,,,0,,,0,0,0,0,0,0,0,0,0,0,60,0,0
73,male,ดุสิต ,,60 - 64,0,,,0,,,0,0,0,0,0,0,0,0,0,0,60,0,0
74,male,ดุสิต ,,65 - 69,0,,,0,,,0,0,0,0,0,0,0,0,0,0,65,0,0
75,male,ดุสิต ,,70 - 74,0,,,0,,,0,0,0,0,0,0,0,0,0,0,70,0,0
76,male,ดุสิต ,,75 - 79,0,,,0,,,0,0,0,0,0,0,0,0,0,0,75,0,0
77,male,ดุสิต ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
78,male,ดุสิต ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
79,male,หนองจอก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
80,male,หนองจอก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
81,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
82,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
83,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
84,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
85,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
86,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
87,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
88,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
89,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
90,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
91,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
92,male,หนองจอก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
93,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
94,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
95,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
96,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
97,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
98,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
99,male,หนองจอก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
100,male,หนองจอก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
101,male,หนองจอก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
102,male,หนองจอก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
103,male,หนองจอก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
104,male,หนองจอก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
105,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
106,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
107,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
108,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
109,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
110,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
111,male,หนองจอก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
112,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
113,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
114,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
115,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
116,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
117,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
118,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
119,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
120,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
121,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
122,male,หนองจอก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
123,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
124,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
125,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
126,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
127,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
128,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
129,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
130,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
131,male,หนองจอก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
132,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
133,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
134,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
135,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
136,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
137,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
138,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
139,male,หนองจอก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
140,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
141,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
142,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
143,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
144,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
145,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
146,male,หนองจอก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
147,male,หนองจอก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
148,male,หนองจอก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
149,male,หนองจอก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
150,male,หนองจอก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
151,male,หนองจอก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
152,male,หนองจอก ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
153,male,หนองจอก ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
154,male,หนองจอก ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
155,male,หนองจอก ,,60 - 64,0,,,0,,,0,0,0,0,0,0,0,0,0,0,60,0,0
156,male,หนองจอก ,,60 - 64,0,,,0,,,0,0,0,0,0,0,0,0,0,0,60,0,0
157,male,หนองจอก ,,65 - 69,0,,,0,,,0,0,0,0,0,0,0,0,0,0,65,0,0
158,male,หนองจอก ,,65 - 69,0,,,0,,,0,0,0,0,0,0,0,0,0,0,65,0,0
159,male,หนองจอก ,,70 - 74,0,,,0,,,0,0,0,0,0,0,0,0,0,0,70,0,0
160,male,หนองจอก ,,75 - 79,0,,,0,,,0,0,0,0,0,0,0,0,0,0,75,0,0
161,male,หนองจอก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
162,male,หนองจอก ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
163,male,บางรัก ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
164,male,บางรัก ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
165,male,บางรัก ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
166,male,บางรัก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
167,male,บางรัก ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
168,male,บางรัก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
169,male,บางรัก ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
170,male,บางรัก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
171,male,บางรัก ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
172,male,บางรัก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
173,male,บางรัก ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
174,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
175,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
176,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
177,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
178,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
179,male,บางรัก ,,45 - 49,0,,,0,,,0,0,0,0,0,0,0,0,0,0,45,0,0
180,male,บางรัก ,,50 - 54,0,,,0,,,0,0,0,0,0,0,0,0,0,0,50,0,0
181,male,บางรัก ,,55 - 59,0,,,0,,,0,0,0,0,0,0,0,0,0,0,55,0,0
182,male,บางรัก ,,60 - 64,0,,,0,,,0,0,0,0,0,0,0,0,0,0,60,0,0
183,male,บางรัก ,,65 - 69,0,,,0,,,0,0,0,0,0,0,0,0,0,0,65,0,0
184,male,บางรัก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
185,male,บางรัก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
186,male,บางรัก ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
187,male,บางเขน ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
188,male,บางเขน ,,0 - 4,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
189,male,บางเขน ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
190,male,บางเขน ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
191,male,บางเขน ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
192,male,บางเขน ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
193,male,บางเขน ,,5-ก.ย.,0,,,0,,,0,0,0,0,0,0,0,0,0,0,5,0,0
194,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
195,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
196,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
197,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
198,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
199,male,บางเขน ,,ต.ค.-14,0,,,0,,,0,0,0,0,0,0,0,0,0,0,10,0,0
200,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
201,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
202,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
203,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
204,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
205,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
206,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
207,male,บางเขน ,,15 - 19,0,,,0,,,0,0,0,0,0,0,0,0,0,0,15,0,0
208,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
209,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
210,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
211,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
212,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
213,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
214,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
215,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
216,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
217,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
218,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
219,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
220,male,บางเขน ,,20 - 24,0,,,0,,,0,0,0,0,0,0,0,0,0,0,20,0,0
221,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
222,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
223,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
224,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
225,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
226,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
227,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
228,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
229,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
230,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
231,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
232,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
233,male,บางเขน ,,25 - 29,0,,,0,,,0,0,0,0,0,0,0,0,0,0,25,0,0
234,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
235,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
236,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
237,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
238,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
239,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
240,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
241,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
242,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
243,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
244,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
245,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
246,male,บางเขน ,,30 - 34,0,,,0,,,0,0,0,0,0,0,0,0,0,0,30,0,0
247,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
248,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
249,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
250,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
251,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
252,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
253,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
254,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
255,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
256,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
257,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
258,male,บางเขน ,,35 - 39,0,,,0,,,0,0,0,0,0,0,0,0,0,0,35,0,0
259,male,บางเขน ,,40 - 44,0,,,0,,,0,0,0,0,0,0,0,0,0,0,40,0,0
